period,age,initial_state,final_state,periodized_calibrated_probability
2023,113,0,5,0.939544506281
2023,113,1,5,0.939544506281
2023,113,2,5,0.939544506281
2023,113,3,5,0.939544506281
2023,113,4,5,0.939544506281
2023,114,0,5,0.940461907262
2023,114,1,5,0.940461907262
2023,114,2,5,0.940461907262
2023,114,3,5,0.940461907262
2023,114,4,5,0.940461907262
2023,115,0,5,0.941463567414
2023,115,1,5,0.941463567414
2023,115,2,5,0.941463567414
2023,115,3,5,0.941463567414
2023,115,4,5,0.941463567414
2023,116,0,5,0.953221689209
2023,116,1,5,0.953221689209
2023,116,2,5,0.953221689209
2023,116,3,5,0.953221689209
2023,116,4,5,0.953221689209
2023,117,0,5,0.98113923518
2023,117,1,5,0.98113923518
2023,117,2,5,0.98113923518
2023,117,3,5,0.98113923518
2023,117,4,5,0.98113923518
2023,118,0,5,1.0
2023,118,1,5,1.0
2023,118,2,5,1.0
2023,118,3,5,1.0
2023,118,4,5,1.0
2023,119,0,5,1.0
2023,119,1,5,1.0
2023,119,2,5,1.0
2023,119,3,5,1.0
2023,119,4,5,1.0
2023,120,0,5,1.0
2023,120,1,5,1.0
2023,120,2,5,1.0
2023,120,3,5,1.0
2023,120,4,5,1.0
2024,0,0,5,0.0
2024,0,1,5,0.0
2024,0,2,5,0.0
2024,0,3,5,0.0
2024,0,4,5,0.0
2024,1,0,5,0.0
2024,1,1,5,0.0
2024,1,2,5,0.0
2024,1,3,5,0.0
2024,1,4,5,0.0
2024,2,0,5,0.0
2024,2,1,5,0.0
2024,2,2,5,0.0
2024,2,3,5,0.0
2024,2,4,5,0.0
2024,3,0,5,0.0
2024,3,1,5,0.0
2024,3,2,5,0.0
2024,3,3,5,0.0
2024,3,4,5,0.0
2024,4,0,5,0.0
2024,4,1,5,0.0
2024,4,2,5,0.0
2024,4,3,5,0.0
2024,4,4,5,0.0
2024,5,0,5,0.0
2024,5,1,5,0.0
2024,5,2,5,0.0
2024,5,3,5,0.0
2024,5,4,5,0.0
2024,6,0,5,0.0
2024,6,1,5,0.0
2024,6,2,5,0.0
2024,6,3,5,0.0
2024,6,4,5,0.0
2024,7,0,5,0.0
2024,7,1,5,0.0
2024,7,2,5,0.0
2024,7,3,5,0.0
2024,7,4,5,0.0
2024,8,0,5,0.0
2024,8,1,5,0.0
2024,8,2,5,0.0
2024,8,3,5,0.0
2024,8,4,5,0.0
2024,9,0,5,0.0
2024,9,1,5,0.0
2024,9,2,5,0.0
2024,9,3,5,0.0
2024,9,4,5,0.0
2024,10,0,5,0.0
2024,10,1,5,0.0
2024,10,2,5,0.0
2024,10,3,5,0.0
2024,10,4,5,0.0
2024,11,0,5,0.0
2024,11,1,5,0.0
2024,11,2,5,0.0
2024,11,3,5,0.0
2024,11,4,5,0.0
2024,12,0,5,0.0
2024,12,1,5,0.0
2024,12,2,5,0.0
2024,12,3,5,0.0
2024,12,4,5,0.0
2024,13,0,5,0.0
2024,13,1,5,0.0
2024,13,2,5,0.0
2024,13,3,5,0.0
2024,13,4,5,0.0
2024,14,0,5,0.0
2024,14,1,5,0.0
2024,14,2,5,0.0
2024,14,3,5,0.0
2024,14,4,5,0.0
2024,15,0,5,0.0
2024,15,1,5,0.0
2024,15,2,5,0.0
2024,15,3,5,0.0
2024,15,4,5,0.0
2024,16,0,5,0.0
2024,16,1,5,0.0
2024,16,2,5,0.0
2024,16,3,5,0.0
2024,16,4,5,0.0
2024,17,0,5,0.0
2024,17,1,5,0.0
2024,17,2,5,0.0
2024,17,3,5,0.0
2024,17,4,5,0.0
2024,18,0,5,0.0
2024,18,1,5,0.0
2024,18,2,5,0.0
2024,18,3,5,0.0
2024,18,4,5,0.0
2024,19,0,5,0.0
2024,19,1,5,0.0
2024,19,2,5,0.0
2024,19,3,5,0.0
2024,19,4,5,0.0
2024,20,0,5,0.0
2024,20,1,5,0.0
2024,20,2,5,0.0
2024,20,3,5,0.0
2024,20,4,5,0.0
2024,21,0,5,0.0
2024,21,1,5,0.0
2024,21,2,5,0.0
2024,21,3,5,0.0
2024,21,4,5,0.0
2024,22,0,5,0.0
2024,22,1,5,0.0
2024,22,2,5,0.0
2024,22,3,5,0.0
2024,22,4,5,0.0
2024,23,0,5,0.0
2024,23,1,5,0.0
2024,23,2,5,0.0
2024,23,3,5,0.0
2024,23,4,5,0.0
2024,24,0,5,0.0
2024,24,1,5,0.0
2024,24,2,5,0.0
2024,24,3,5,0.0
2024,24,4,5,0.0
2024,25,0,5,0.0
2024,25,1,5,0.0
2024,25,2,5,0.0
2024,25,3,5,0.0
2024,25,4,5,0.0
2024,26,0,5,0.0
2024,26,1,5,0.0
2024,26,2,5,0.0
2024,26,3,5,0.0
2024,26,4,5,0.0
2024,27,0,5,0.0
2024,27,1,5,0.0
2024,27,2,5,0.0
2024,27,3,5,0.0
2024,27,4,5,0.0
2024,28,0,5,0.0
2024,28,1,5,0.0
2024,28,2,5,0.0
2024,28,3,5,0.0
2024,28,4,5,0.0
2024,29,0,5,0.0
2024,29,1,5,0.0
2024,29,2,5,0.0
2024,29,3,5,0.0
2024,29,4,5,0.0
2024,30,0,5,0.0
2024,30,1,5,0.0
2024,30,2,5,0.0
2024,30,3,5,0.0
2024,30,4,5,0.0
2024,31,0,5,0.0
2024,31,1,5,0.0
2024,31,2,5,0.0
2024,31,3,5,0.0
2024,31,4,5,0.0
2024,32,0,5,0.0
2024,32,1,5,0.0
2024,32,2,5,0.0
2024,32,3,5,0.0
2024,32,4,5,0.0
2024,33,0,5,0.0
2024,33,1,5,0.0
2024,33,2,5,0.0
2024,33,3,5,0.0
2024,33,4,5,0.0
2024,34,0,5,0.0
2024,34,1,5,0.0
2024,34,2,5,0.0
2024,34,3,5,0.0
2024,34,4,5,0.0
2024,35,0,5,0.0
2024,35,1,5,0.0
2024,35,2,5,0.0
2024,35,3,5,0.0
2024,35,4,5,0.0
2024,36,0,5,0.0
2024,36,1,5,0.0
2024,36,2,5,0.0
2024,36,3,5,0.0
2024,36,4,5,0.0
2024,37,0,5,0.0
2024,37,1,5,0.0
2024,37,2,5,0.0
2024,37,3,5,0.0
2024,37,4,5,0.0
2024,38,0,5,0.0
2024,38,1,5,0.0
2024,38,2,5,0.0
2024,38,3,5,0.0
2024,38,4,5,0.0
2024,39,0,5,0.0
2024,39,1,5,0.0
2024,39,2,5,0.0
2024,39,3,5,0.0
2024,39,4,5,0.0
2024,40,0,5,0.0
2024,40,1,5,0.0
2024,40,2,5,0.0
2024,40,3,5,0.0
2024,40,4,5,0.0
2024,41,0,5,0.0
2024,41,1,5,0.0
2024,41,2,5,0.0
2024,41,3,5,0.0
2024,41,4,5,0.0
2024,42,0,5,0.0
2024,42,1,5,0.0
2024,42,2,5,0.0
2024,42,3,5,0.0
2024,42,4,5,0.0
2024,43,0,5,0.0
2024,43,1,5,0.0
2024,43,2,5,0.0
2024,43,3,5,0.0
2024,43,4,5,0.0
2024,44,0,5,0.0
2024,44,1,5,0.0
2024,44,2,5,0.0
2024,44,3,5,0.0
2024,44,4,5,0.0
2024,45,0,5,0.0
2024,45,1,5,0.0
2024,45,2,5,0.0
2024,45,3,5,0.0
2024,45,4,5,0.0
2024,46,0,5,0.0
2024,46,1,5,0.0
2024,46,2,5,0.0
2024,46,3,5,0.0
2024,46,4,5,0.0
2024,47,0,5,0.0
2024,47,1,5,0.0
2024,47,2,5,0.0
2024,47,3,5,0.0
2024,47,4,5,0.0
2024,48,0,5,0.0
2024,48,1,5,0.0
2024,48,2,5,0.0
2024,48,3,5,0.0
2024,48,4,5,0.0
2024,49,0,5,0.0
2024,49,1,5,0.0
2024,49,2,5,0.0
2024,49,3,5,0.0
2024,49,4,5,0.0
2024,50,0,5,0.0
2024,50,1,5,0.0
2024,50,2,5,0.0
2024,50,3,5,0.0
2024,50,4,5,0.0
2024,51,0,5,0.0
2024,51,1,5,0.0
2024,51,2,5,0.0
2024,51,3,5,0.0
2024,51,4,5,0.0
2024,52,0,5,0.0
2024,52,1,5,0.0
2024,52,2,5,0.0
2024,52,3,5,0.0
2024,52,4,5,0.0
2024,53,0,5,0.0
2024,53,1,5,0.0
2024,53,2,5,0.0
2024,53,3,5,0.0
2024,53,4,5,0.0
2024,54,0,5,0.0
2024,54,1,5,0.0
2024,54,2,5,0.0
2024,54,3,5,0.0
2024,54,4,5,0.0
2024,55,0,5,0.0
2024,55,1,5,0.0
2024,55,2,5,0.0
2024,55,3,5,0.0
2024,55,4,5,0.0
2024,56,0,5,0.0
2024,56,1,5,0.0
2024,56,2,5,0.0
2024,56,3,5,0.0
2024,56,4,5,0.0
2024,57,0,5,0.0
2024,57,1,5,0.0
2024,57,2,5,0.0
2024,57,3,5,0.0
2024,57,4,5,0.0
2024,58,0,5,0.0
2024,58,1,5,0.0
2024,58,2,5,0.0
2024,58,3,5,0.0
2024,58,4,5,0.0
2024,59,0,5,0.0
2024,59,1,5,0.0
2024,59,2,5,0.0
2024,59,3,5,0.0
2024,59,4,5,0.0
2024,60,0,5,0.0
2024,60,1,5,0.0
2024,60,2,5,0.0
2024,60,3,5,0.0
2024,60,4,5,0.0
2024,61,0,5,0.0
2024,61,1,5,0.0
2024,61,2,5,0.0
2024,61,3,5,0.0
2024,61,4,5,0.0
2024,62,0,5,0.0
2024,62,1,5,0.0
2024,62,2,5,0.0
2024,62,3,5,0.0
2024,62,4,5,0.0
2024,63,0,5,0.0
2024,63,1,5,0.0
2024,63,2,5,0.0
2024,63,3,5,0.0
2024,63,4,5,0.0
2024,64,0,5,0.0
2024,64,1,5,0.0
2024,64,2,5,0.0
2024,64,3,5,0.0
2024,64,4,5,0.0
2024,65,0,5,0.00780870943119
2024,65,1,5,0.0177420522771
2024,65,2,5,0.0189238844095
2024,65,3,5,0.0956362942168
2024,65,4,5,0.105698424594
2024,66,0,5,0.00830628901353
2024,66,1,5,0.0165150651823
2024,66,2,5,0.0203226184038
2024,66,3,5,0.0891953696169
2024,66,4,5,0.107895901593
2024,67,0,5,0.00909243242
2024,67,1,5,0.0160843917516
2024,67,2,5,0.0223597283872
2024,67,3,5,0.0856719241561
2024,67,4,5,0.11301640984
2024,68,0,5,0.0100436618099
2024,68,1,5,0.0160294913989
2024,68,2,5,0.024680262422
2024,68,3,5,0.0831795847437
2024,68,4,5,0.118937002129
2024,69,0,5,0.0108428531739
2024,69,1,5,0.0158072310242
2024,69,2,5,0.0264645420133
2024,69,3,5,0.0792210473195
2024,69,4,5,0.121762916351
2024,70,0,5,0.012135013382
2024,70,1,5,0.016349167494
2024,70,2,5,0.0292647683925
2024,70,3,5,0.0787033050772
2024,70,4,5,0.128711847318
2024,71,0,5,0.0136787038122
2024,71,1,5,0.0172260037238
2024,71,2,5,0.0324653541154
2024,71,3,5,0.0794372408138
2024,71,4,5,0.136650760755
2024,72,0,5,0.0150056487999
2024,72,1,5,0.0178641402713
2024,72,2,5,0.0349663997164
2024,72,3,5,0.0788819731224
2024,72,4,5,0.141003096692
2024,73,0,5,0.016716108998
2024,73,1,5,0.0190250048727
2024,73,2,5,0.0382106521694
2024,73,3,5,0.0805477510138
2024,73,4,5,0.147777203307
2024,74,0,5,0.0191030860298
2024,74,1,5,0.0210188055805
2024,74,2,5,0.0428674303818
2024,74,3,5,0.0855470749656
2024,74,4,5,0.159173589809
2024,75,0,5,0.0211740701142
2024,75,1,5,0.0227772217101
2024,75,2,5,0.046757660712
2024,75,3,5,0.0894292949211
2024,75,4,5,0.166891149199
2024,76,0,5,0.0242265544548
2024,76,1,5,0.0257718700435
2024,76,2,5,0.0528679670441
2024,76,3,5,0.0980041709045
2024,76,4,5,0.181632011811
2024,77,0,5,0.0272171410017
2024,77,1,5,0.028968992161
2024,77,2,5,0.059047730964
2024,77,3,5,0.107148515186
2024,77,4,5,0.19556577513
2024,78,0,5,0.0311261595444
2024,78,1,5,0.0335414749588
2024,78,2,5,0.0676455139578
2024,78,3,5,0.121176336096
2024,78,4,5,0.216369307982
2024,79,0,5,0.0335192881051
2024,79,1,5,0.0369959083879
2024,79,2,5,0.0736134208894
2024,79,3,5,0.131073324021
2024,79,4,5,0.227864445199
2024,80,0,5,0.0382699422674
2024,80,1,5,0.043740858545
2024,80,2,5,0.0857321236491
2024,80,3,5,0.152533990168
2024,80,4,5,0.257421629104
2024,81,0,5,0.0413084852574
2024,81,1,5,0.049383971133
2024,81,2,5,0.0952998497227
2024,81,3,5,0.170053074197
2024,81,4,5,0.278299480199
2024,82,0,5,0.0487081804914
2024,82,1,5,0.0614459874957
2024,82,2,5,0.116808289765
2024,82,3,5,0.209501734581
2024,82,4,5,0.332698490901
2024,83,0,5,0.0541695343292
2024,83,1,5,0.0726551198905
2024,83,2,5,0.13623961599
2024,83,3,5,0.245804698192
2024,83,4,5,0.379619116686
2024,84,0,5,0.0587076350951
2024,84,1,5,0.0842496867992
2024,84,2,5,0.156147600062
2024,84,3,5,0.283274052735
2024,84,4,5,0.426959904382
2024,85,0,5,0.0667230201923
2024,85,1,5,0.102988781231
2024,85,2,5,0.189139385649
2024,85,3,5,0.34449330412
2024,85,4,5,0.509039766336
2024,86,0,5,0.0708823905193
2024,86,1,5,0.118198159196
2024,86,2,5,0.215717157555
2024,86,3,5,0.393511589741
2024,86,4,5,0.573036048051
2024,87,0,5,0.0770295418486
2024,87,1,5,0.139311897067
2024,87,2,5,0.253462226966
2024,87,3,5,0.46161924317
2024,87,4,5,0.666132592992
2024,88,0,5,0.0877817096658
2024,88,1,5,0.172847783221
2024,88,2,5,0.314549444759
2024,88,3,5,0.56980725582
2024,88,4,5,0.819270393159
2024,89,0,5,0.0922115337995
2024,89,1,5,0.198544155275
2024,89,2,5,0.362663047597
2024,89,3,5,0.650717526332
2024,89,4,5,0.846053262483
2024,90,0,5,0.10034034507
2024,90,1,5,0.237558296826
2024,90,2,5,0.437178444344
2024,90,3,5,0.773480025482
2024,90,4,5,0.850827417348
2024,91,0,5,0.108742422797
2024,91,1,5,0.285269971318
2024,91,2,5,0.531119662413
2024,91,3,5,0.859369974318
2024,91,4,5,0.859369974318
2024,92,0,5,0.099997866788
2024,92,1,5,0.293877360497
2024,92,2,5,0.556308597586
2024,92,3,5,0.865257082175
2024,92,4,5,0.865257082175
2024,93,0,5,0.0927733692229
2024,93,1,5,0.310175306601
2024,93,2,5,0.600940785763
2024,93,3,5,0.869367691725
2024,93,4,5,0.869367691725
2024,94,0,5,0.0934362956613
2024,94,1,5,0.362827067285
2024,94,2,5,0.726407384742
2024,94,3,5,0.882901829263
2024,94,4,5,0.882901829263
2024,95,0,5,0.106383648566
2024,95,1,5,0.492209319507
2024,95,2,5,0.891277104523
2024,95,3,5,0.891277104523
2024,95,4,5,0.891277104523
2024,96,0,5,0.0860717086519
2024,96,1,5,0.487420994009
2024,96,2,5,0.896863172247
2024,96,3,5,0.896863172247
2024,96,4,5,0.896863172247
2024,97,0,5,0.0679919001825
2024,97,1,5,0.480641536312
2024,97,2,5,0.902484250578
2024,97,3,5,0.902484250578
2024,97,4,5,0.902484250578
2024,98,0,5,0.0232410980883
2024,98,1,5,0.204763741438
2024,98,2,5,0.630492273351
2024,98,3,5,0.846297513675
2024,98,4,5,0.908140558945
2024,99,0,5,0.0269609027587
2024,99,1,5,0.285227488792
2024,99,2,5,0.913832318152
2024,99,3,5,0.913832318152
2024,99,4,5,0.913832318152
2024,100,0,5,0.0102209373363
2024,100,1,5,0.120489489952
2024,100,2,5,0.788498660765
2024,100,3,5,0.919559750386
2024,100,4,5,0.919559750386
2024,101,0,5,0.00417086210564
2024,101,1,5,0.0499298844539
2024,101,2,5,0.603670533428
2024,101,3,5,0.688295708563
2024,101,4,5,0.925323079227
2024,102,0,5,0.00247481630832
2024,102,1,5,0.0276727890843
2024,102,2,5,0.717675652321
2024,102,3,5,0.771966460032
2024,102,4,5,0.931122529657
2024,103,0,5,0.00142341420882
2024,103,1,5,0.0139916170189
2024,103,2,5,0.88047090257
2024,103,3,5,0.892442523365
2024,103,4,5,0.931122529657
2024,104,0,5,
2024,104,1,5,
2024,104,2,5,
2024,104,3,5,
2024,104,4,5,
2024,106,0,5,0.627867369555
2024,106,1,5,0.931187273508
2024,106,2,5,0.931187273508
2024,106,3,5,0.931187273508
2024,106,4,5,0.931187273508
2024,107,0,5,0.931380005721
2024,107,1,5,0.931380005721
2024,107,2,5,0.931380005721
2024,107,3,5,0.931380005721
2024,107,4,5,0.931380005721
2024,108,0,5,0.931698000106
2024,108,1,5,0.931698000106
2024,108,2,5,0.931698000106
2024,108,3,5,0.931698000106
2024,108,4,5,0.931698000106
2024,109,0,5,0.93213790207
2024,109,1,5,0.93213790207
2024,109,2,5,0.93213790207
2024,109,3,5,0.93213790207
2024,109,4,5,0.93213790207
2024,110,0,5,0.932695746012
2024,110,1,5,0.932695746012
2024,110,2,5,0.932695746012
2024,110,3,5,0.932695746012
2024,110,4,5,0.932695746012
2024,111,0,5,0.933366981755
2024,111,1,5,0.933366981755
2024,111,2,5,0.933366981755
2024,111,3,5,0.933366981755
2024,111,4,5,0.933366981755
2024,112,0,5,0.934146509677
2024,112,1,5,0.934146509677
2024,112,2,5,0.934146509677
2024,112,3,5,0.934146509677
2024,112,4,5,0.934146509677
2024,113,0,5,0.935028724011
2024,113,1,5,0.935028724011
2024,113,2,5,0.935028724011
2024,113,3,5,0.935028724011
2024,113,4,5,0.935028724011
2024,114,0,5,0.936007563488
2024,114,1,5,0.936007563488
2024,114,2,5,0.936007563488
2024,114,3,5,0.936007563488
2024,114,4,5,0.936007563488
2024,115,0,5,0.937076568383
2024,115,1,5,0.937076568383
2024,115,2,5,0.937076568383
2024,115,3,5,0.937076568383
2024,115,4,5,0.937076568383
2024,116,0,5,0.948858688698
2024,116,1,5,0.948858688698
2024,116,2,5,0.948858688698
2024,116,3,5,0.948858688698
2024,116,4,5,0.948858688698
2024,117,0,5,0.97673503533
2024,117,1,5,0.97673503533
2024,117,2,5,0.97673503533
2024,117,3,5,0.97673503533
2024,117,4,5,0.97673503533
2024,118,0,5,1.0
2024,118,1,5,1.0
2024,118,2,5,1.0
2024,118,3,5,1.0
2024,118,4,5,1.0
2024,119,0,5,1.0
2024,119,1,5,1.0
2024,119,2,5,1.0
2024,119,3,5,1.0
2024,119,4,5,1.0
2024,120,0,5,1.0
2024,120,1,5,1.0
2024,120,2,5,1.0
2024,120,3,5,1.0
2024,120,4,5,1.0
2025,0,0,5,0.0
2025,0,1,5,0.0
2025,0,2,5,0.0
2025,0,3,5,0.0
2025,0,4,5,0.0
2025,1,0,5,0.0
2025,1,1,5,0.0
2025,1,2,5,0.0
2025,1,3,5,0.0
2025,1,4,5,0.0
2025,2,0,5,0.0
2025,2,1,5,0.0
2025,2,2,5,0.0
2025,2,3,5,0.0
2025,2,4,5,0.0
2025,3,0,5,0.0
2025,3,1,5,0.0
2025,3,2,5,0.0
2025,3,3,5,0.0
2025,3,4,5,0.0
2025,4,0,5,0.0
2025,4,1,5,0.0
2025,4,2,5,0.0
2025,4,3,5,0.0
2025,4,4,5,0.0
2025,5,0,5,0.0
2025,5,1,5,0.0
2025,5,2,5,0.0
2025,5,3,5,0.0
2025,5,4,5,0.0
2025,6,0,5,0.0
2025,6,1,5,0.0
2025,6,2,5,0.0
2025,6,3,5,0.0
2025,6,4,5,0.0
2025,7,0,5,0.0
2025,7,1,5,0.0
2025,7,2,5,0.0
2025,7,3,5,0.0
2025,7,4,5,0.0
2025,8,0,5,0.0
2025,8,1,5,0.0
2025,8,2,5,0.0
2025,8,3,5,0.0
2025,8,4,5,0.0
2025,9,0,5,0.0
2025,9,1,5,0.0
2025,9,2,5,0.0
2025,9,3,5,0.0
2025,9,4,5,0.0
2025,10,0,5,0.0
2025,10,1,5,0.0
2025,10,2,5,0.0
2025,10,3,5,0.0
2025,10,4,5,0.0
2025,11,0,5,0.0
2025,11,1,5,0.0
2025,11,2,5,0.0
2025,11,3,5,0.0
2025,11,4,5,0.0
2025,12,0,5,0.0
2025,12,1,5,0.0
2025,12,2,5,0.0
2025,12,3,5,0.0
2025,12,4,5,0.0
2025,13,0,5,0.0
2025,13,1,5,0.0
2025,13,2,5,0.0
2025,13,3,5,0.0
2025,13,4,5,0.0
2025,14,0,5,0.0
2025,14,1,5,0.0
2025,14,2,5,0.0
2025,14,3,5,0.0
2025,14,4,5,0.0
2025,15,0,5,0.0
2025,15,1,5,0.0
2025,15,2,5,0.0
2025,15,3,5,0.0
2025,15,4,5,0.0
2025,16,0,5,0.0
2025,16,1,5,0.0
2025,16,2,5,0.0
2025,16,3,5,0.0
2025,16,4,5,0.0
2025,17,0,5,0.0
2025,17,1,5,0.0
2025,17,2,5,0.0
2025,17,3,5,0.0
2025,17,4,5,0.0
2025,18,0,5,0.0
2025,18,1,5,0.0
2025,18,2,5,0.0
2025,18,3,5,0.0
2025,18,4,5,0.0
2025,19,0,5,0.0
2025,19,1,5,0.0
2025,19,2,5,0.0
2025,19,3,5,0.0
2025,19,4,5,0.0
2025,20,0,5,0.0
2025,20,1,5,0.0
2025,20,2,5,0.0
2025,20,3,5,0.0
2025,20,4,5,0.0
2025,21,0,5,0.0
2025,21,1,5,0.0
2025,21,2,5,0.0
2025,21,3,5,0.0
2025,21,4,5,0.0
2025,22,0,5,0.0
2025,22,1,5,0.0
2025,22,2,5,0.0
2025,22,3,5,0.0
2025,22,4,5,0.0
2025,23,0,5,0.0
2025,23,1,5,0.0
2025,23,2,5,0.0
2025,23,3,5,0.0
2025,23,4,5,0.0
2025,24,0,5,0.0
2025,24,1,5,0.0
2025,24,2,5,0.0
2025,24,3,5,0.0
2025,24,4,5,0.0
2025,25,0,5,0.0
2025,25,1,5,0.0
2025,25,2,5,0.0
2025,25,3,5,0.0
2025,25,4,5,0.0
2025,26,0,5,0.0
2025,26,1,5,0.0
2025,26,2,5,0.0
2025,26,3,5,0.0
2025,26,4,5,0.0
2025,27,0,5,0.0
2025,27,1,5,0.0
2025,27,2,5,0.0
2025,27,3,5,0.0
2025,27,4,5,0.0
2025,28,0,5,0.0
2025,28,1,5,0.0
2025,28,2,5,0.0
2025,28,3,5,0.0
2025,28,4,5,0.0
2025,29,0,5,0.0
2025,29,1,5,0.0
2025,29,2,5,0.0
2025,29,3,5,0.0
2025,29,4,5,0.0
2025,30,0,5,0.0
2025,30,1,5,0.0
2025,30,2,5,0.0
2025,30,3,5,0.0
2025,30,4,5,0.0
2025,31,0,5,0.0
2025,31,1,5,0.0
2025,31,2,5,0.0
2025,31,3,5,0.0
2025,31,4,5,0.0
2025,32,0,5,0.0
2025,32,1,5,0.0
2025,32,2,5,0.0
2025,32,3,5,0.0
2025,32,4,5,0.0
2025,33,0,5,0.0
2025,33,1,5,0.0
2025,33,2,5,0.0
2025,33,3,5,0.0
2025,33,4,5,0.0
2025,34,0,5,0.0
2025,34,1,5,0.0
2025,34,2,5,0.0
2025,34,3,5,0.0
2025,34,4,5,0.0
2025,35,0,5,0.0
2025,35,1,5,0.0
2025,35,2,5,0.0
2025,35,3,5,0.0
2025,35,4,5,0.0
2025,36,0,5,0.0
2025,36,1,5,0.0
2025,36,2,5,0.0
2025,36,3,5,0.0
2025,36,4,5,0.0
2025,37,0,5,0.0
2025,37,1,5,0.0
2025,37,2,5,0.0
2025,37,3,5,0.0
2025,37,4,5,0.0
2025,38,0,5,0.0
2025,38,1,5,0.0
2025,38,2,5,0.0
2025,38,3,5,0.0
2025,38,4,5,0.0
2025,39,0,5,0.0
2025,39,1,5,0.0
2025,39,2,5,0.0
2025,39,3,5,0.0
2025,39,4,5,0.0
2025,40,0,5,0.0
2025,40,1,5,0.0
2025,40,2,5,0.0
2025,40,3,5,0.0
2025,40,4,5,0.0
2025,41,0,5,0.0
2025,41,1,5,0.0
2025,41,2,5,0.0
2025,41,3,5,0.0
2025,41,4,5,0.0
2025,42,0,5,0.0
2025,42,1,5,0.0
2025,42,2,5,0.0
2025,42,3,5,0.0
2025,42,4,5,0.0
2025,43,0,5,0.0
2025,43,1,5,0.0
2025,43,2,5,0.0
2025,43,3,5,0.0
2025,43,4,5,0.0
2025,44,0,5,0.0
2025,44,1,5,0.0
2025,44,2,5,0.0
2025,44,3,5,0.0
2025,44,4,5,0.0
2025,45,0,5,0.0
2025,45,1,5,0.0
2025,45,2,5,0.0
2025,45,3,5,0.0
2025,45,4,5,0.0
2025,46,0,5,0.0
2025,46,1,5,0.0
2025,46,2,5,0.0
2025,46,3,5,0.0
2025,46,4,5,0.0
2025,47,0,5,0.0
2025,47,1,5,0.0
2025,47,2,5,0.0
2025,47,3,5,0.0
2025,47,4,5,0.0
2025,48,0,5,0.0
2025,48,1,5,0.0
2025,48,2,5,0.0
2025,48,3,5,0.0
2025,48,4,5,0.0
2025,49,0,5,0.0
2025,49,1,5,0.0
2025,49,2,5,0.0
2025,49,3,5,0.0
2025,49,4,5,0.0
2025,50,0,5,0.0
2025,50,1,5,0.0
2025,50,2,5,0.0
2025,50,3,5,0.0
2025,50,4,5,0.0
2025,51,0,5,0.0
2025,51,1,5,0.0
2025,51,2,5,0.0
2025,51,3,5,0.0
2025,51,4,5,0.0
2025,52,0,5,0.0
2025,52,1,5,0.0
2025,52,2,5,0.0
2025,52,3,5,0.0
2025,52,4,5,0.0
2025,53,0,5,0.0
2025,53,1,5,0.0
2025,53,2,5,0.0
2025,53,3,5,0.0
2025,53,4,5,0.0
2025,54,0,5,0.0
2025,54,1,5,0.0
2025,54,2,5,0.0
2025,54,3,5,0.0
2025,54,4,5,0.0
2025,55,0,5,0.0
2025,55,1,5,0.0
2025,55,2,5,0.0
2025,55,3,5,0.0
2025,55,4,5,0.0
2025,56,0,5,0.0
2025,56,1,5,0.0
2025,56,2,5,0.0
2025,56,3,5,0.0
2025,56,4,5,0.0
2025,57,0,5,0.0
2025,57,1,5,0.0
2025,57,2,5,0.0
2025,57,3,5,0.0
2025,57,4,5,0.0
2025,58,0,5,0.0
2025,58,1,5,0.0
2025,58,2,5,0.0
2025,58,3,5,0.0
2025,58,4,5,0.0
2025,59,0,5,0.0
2025,59,1,5,0.0
2025,59,2,5,0.0
2025,59,3,5,0.0
2025,59,4,5,0.0
2025,60,0,5,0.0
2025,60,1,5,0.0
2025,60,2,5,0.0
2025,60,3,5,0.0
2025,60,4,5,0.0
2025,61,0,5,0.0
2025,61,1,5,0.0
2025,61,2,5,0.0
2025,61,3,5,0.0
2025,61,4,5,0.0
2025,62,0,5,0.0
2025,62,1,5,0.0
2025,62,2,5,0.0
2025,62,3,5,0.0
2025,62,4,5,0.0
2025,63,0,5,0.0
2025,63,1,5,0.0
2025,63,2,5,0.0
2025,63,3,5,0.0
2025,63,4,5,0.0
2025,64,0,5,0.0
2025,64,1,5,0.0
2025,64,2,5,0.0
2025,64,3,5,0.0
2025,64,4,5,0.0
2025,65,0,5,0.00766950598173
2025,65,1,5,0.017425770195
2025,65,2,5,0.0185865341713
2025,65,3,5,0.0939314155597
2025,65,4,5,0.103814171449
2025,66,0,5,0.00815767760216
2025,66,1,5,0.016219587004
2025,66,2,5,0.0199590176431
2025,66,3,5,0.0875995366588
2025,66,4,5,0.105965489324
2025,67,0,5,0.00892286561568
2025,67,1,5,0.015784430335
2025,67,2,5,0.0219427368152
2025,67,3,5,0.0840742092951
2025,67,4,5,0.110908741554
2025,68,0,5,0.009857535833
2025,68,1,5,0.0157324379137
2025,68,2,5,0.0242228955732
2025,68,3,5,0.0816381268811
2025,68,4,5,0.116732899071
2025,69,0,5,0.0106386835602
2025,69,1,5,0.0155095827761
2025,69,2,5,0.0259662178884
2025,69,3,5,0.0777293245813
2025,69,4,5,0.119470135365
2025,70,0,5,0.0119108925637
2025,70,1,5,0.0160472157217
2025,70,2,5,0.0287242791788
2025,70,3,5,0.0772497385598
2025,70,4,5,0.126334676099
2025,71,0,5,0.0134232977701
